event_id,event_name,year_start,year_end,year_label,date_label,date_detail,period_id,period_name,broad_era,category,location_ids,location_names,person_ids,person_names,description_short,description_long,importance_score
E0441,Yên Bái uprising failed and weakened VNQDĐ,1930,,1930,1930,,P024,French colonial Vietnam / French Indochina,Colonial period,Military,,Yên Bái,,,The failed Yên Bái uprising in 1930 severely weakened Việt Nam Quốc dân Đảng.,Location ID is blank because Yên Bái is not yet in locations.csv.,4
E0442,Japan entered French Indochina,1940,,1940,1940,,P024,French colonial Vietnam / French Indochina,Colonial period,Military,L032;L044,Hanoi;Saigon,,,Japan entered Indochina in 1940 and reached an arrangement with Vichy France for control.,This row sets up the World War II phase in Vietnam.,4
E0443,Việt Minh was founded,1941,,1941,1941,,P024,French colonial Vietnam / French Indochina,Colonial period,Politics,,Pắc Bó,PE097,Hồ Chí Minh,Việt Minh was founded in 1941 as an independence front led from Pắc Bó by Hồ Chí Minh after his return to Vietnam.,Location ID is blank because Pắc Bó is not yet in locations.csv.,5
E0218,Empire of Vietnam is established under Japanese sponsorship,1945,,1945,1945 11 March,11-Mar,P025,August Revolution and First Indochina War,Independence and decolonization,Politics,,,,,The Empire of Vietnam is established under Japanese sponsorship.,The Empire of Vietnam is established under Japanese sponsorship.,4
E0219,August Revolution by the Viet Minh,1945,,1945,1945 16–30 August,16–30 August,P025,August Revolution and First Indochina War,Independence and decolonization,Politics,,,PE092,Bảo Đại,August Revolution by the Viet Minh. Emperor Bảo Đại abdicates. Civil conflicts in Vietnam (1945–1949) begins.,August Revolution by the Viet Minh. Emperor Bảo Đại abdicates. Civil conflicts in Vietnam (1945–1949) begins.,5
E0220,"Allied forces disarm the Japanese in Indochina after World War II, with British-Indian troops operating sou...",1945,,1945,1945 September,September,P025,August Revolution and First Indochina War,Independence and decolonization,Military,,,,,"Allied forces disarm the Japanese in Indochina after World War II, with British-Indian troops operating south of the 16th parallel and Chinese nationalist forces operating north of the 16th parallel.","Allied forces disarm the Japanese in Indochina after World War II, with British-Indian troops operating south of the 16th parallel and Chinese nationalist forces operating north of the 16th parallel.",3
E0444,Japanese coup ended French colonial administration in Indochina,1945,,1945,1945 March 1945,Mar-45,P024,French colonial Vietnam / French Indochina,Colonial period,Military,L032;L036;L044,Hanoi;Huế;Saigon,PE095;PE096,Bảo Đại;Trần Trọng Kim,Japan overthrew French colonial administration in March 1945 and backed the Empire of Vietnam.,This complements the Empire of Vietnam row in the existing dataset.,5
E0445,Trần Trọng Kim government formed,1945,,1945,1945 1945,1945,P024,French colonial Vietnam / French Indochina,Colonial period,Politics,L036,Huế,PE096;PE095,Trần Trọng Kim;Bảo Đại,Trần Trọng Kim was appointed prime minister of the Japanese-backed Empire of Vietnam government.,The source characterizes this government as provisional and dependent on Japan.,4
E0446,Ất Dậu famine devastated northern and central Vietnam,1945,,1945,1945 Early 1945,Early 1945,P024,French colonial Vietnam / French Indochina,Colonial period,Society,L063,North Vietnam,,,The 1945 famine affected Bắc Kỳ and Trung Kỳ; the source gives an estimate of about two million deaths.,Sensitive and important social-history event; figures should be verified with specialist sources.,5
E0447,Japan surrendered and the Trần Trọng Kim government neared collapse,1945,,1945,1945 14 August,14-Aug,P024,French colonial Vietnam / French Indochina,Colonial period,Politics,L032;L036,Hanoi;Huế,PE096,Trần Trọng Kim,"After Japan surrendered to the Allies on 14 August 1945, the Trần Trọng Kim government was near collapse.",This helps connect World War II to the August Revolution.,4
E0448,Hồ Chí Minh declared the Democratic Republic of Vietnam,1945,,1945,1945 2 September,2-Sep,P025,August Revolution and First Indochina War,Independence and decolonization,Politics,L032,Hanoi,PE097,Hồ Chí Minh,"On 2 September 1945, Hồ Chí Minh declared the independent Democratic Republic of Vietnam in Hanoi.",Major founding event of modern Vietnam.,5
E0449,First national election of the Democratic Republic of Vietnam,1946,,1946,1946,,P025,August Revolution and First Indochina War,Independence and decolonization,Politics,L063,North Vietnam,PE097,Hồ Chí Minh,"A nationwide election was held in early 1946, helping formalize the Democratic Republic of Vietnam's government.",This row is useful for constitutional/state-building themes.,4
E0450,First Indochina War began,1946,,1946,1946 December,December,P025,August Revolution and First Indochina War,Independence and decolonization,Military,L032,Hanoi,PE097,Hồ Chí Minh,War between the Democratic Republic of Vietnam and France broke out in December 1946 after failed negotiations.,The source describes negotiations during 1946 followed by the outbreak of war after a French ultimatum.,5
E0221,State of Vietnam is established within the French Union,1949,,1949,1949 July 2,2-Jul,P025,August Revolution and First Indochina War,Independence and decolonization,Politics,,,,,The State of Vietnam is established within the French Union.,The State of Vietnam is established within the French Union.,4
E0451,China and the Soviet Union began supporting the Democratic Republic of Vietnam,1950,,1950,1950,,P025,August Revolution and First Indochina War,Independence and decolonization,Diplomacy,L063,North Vietnam,PE097,Hồ Chí Minh,"In 1950, China and the Soviet Union began supplying weapons to the Democratic Republic of Vietnam, while France was backed by the United States.",Important Cold War internationalization event.,4
E0454,Land reform carried out in North Vietnam,1953,1956,1953,1953,,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Economy,L063,North Vietnam,PE097,Hồ Chí Minh,"North Vietnam carried out land reform in the 1950s, redistributing land but also causing social disruption.",This is important for social/economic history; wording kept neutral and non-graphic.,4
E0222,Battle of Dien Bien Phu,1954,,1954,1954 13 March,13-Mar,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,L061,Điện Biên Phủ,,,Battle of Dien Bien Phu: French troops begin the battle against the Viet Minh in Dien Bien Phu.,Battle of Dien Bien Phu: French troops begin the battle against the Viet Minh in Dien Bien Phu.,5
E0223,Battle of Dien Bien Phu,1954,,1954,1954 23 March,23-Mar,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,L061,Điện Biên Phủ,,,Battle of Dien Bien Phu: the Viet Minh capture the main airstrip of Dien Bien Phu. The remaining French Army units there are partially isolated.,Battle of Dien Bien Phu: the Viet Minh capture the main airstrip of Dien Bien Phu. The remaining French Army units there are partially isolated.,5
E0224,international conference on Korea and Indo-China opens in Geneva,1954,,1954,1954 26 April,26-Apr,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Diplomacy,L062,Geneva,,,An international conference on Korea and Indo-China opens in Geneva.,An international conference on Korea and Indo-China opens in Geneva.,3
E0225,Battle of Dien Bien Phu ends in a French defeat,1954,,1954,1954 7 May,7-May,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,L061,Điện Biên Phủ,,,Battle of Dien Bien Phu ends in a French defeat.,Battle of Dien Bien Phu ends in a French defeat.,5
E0226,"Geneva Conference sends French Union forces to the south, and Viet Minh forces to the north, of a ceasefire...",1954,,1954,1954 21 July,21-Jul,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,L063;L064;L062,North Vietnam; South Vietnam; Geneva,,,"The Geneva Conference sends French Union forces to the south, and Viet Minh forces to the north, of a ceasefire line, and calls for elections to decide the government for all of Vietnam by July 1956. Failure to abide by the terms of the agreement leads to the establishment de facto of regimes of North Vietnam and South Vietnam, and the Vietnam War.","The Geneva Conference sends French Union forces to the south, and Viet Minh forces to the north, of a ceasefire line, and calls for elections to decide the government for all of Vietnam by July 1956. Failure to abide by the terms of the agreement leads to the establishment de facto of regimes of North Vietnam and South Vietnam, and the Vietnam War.",5
E0227,"First Indochina War ends with the Vietnam People's Army in North Vietnam, the Vietnamese National Army in S...",1954,,1954,1954 1 August,1-Aug,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,L063;L064;L088,North Vietnam; South Vietnam; Cambodia,,,"The First Indochina War ends with the Vietnam People's Army in North Vietnam, the Vietnamese National Army in South Vietnam, the Kingdom of Cambodia in Cambodia, and the Kingdom of Laos in Laos, emerging victorious against the French Army.","The First Indochina War ends with the Vietnam People's Army in North Vietnam, the Vietnamese National Army in South Vietnam, the Kingdom of Cambodia in Cambodia, and the Kingdom of Laos in Laos, emerging victorious against the French Army.",3
E0452,Geneva settlement temporarily divided Vietnam at the 17th parallel,1954,,1954,1954 July,July,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Diplomacy,L062;L063;L064,Geneva;North Vietnam;South Vietnam,PE097,Hồ Chí Minh,The Geneva settlement created temporary military regrouping zones north and south of the 17th parallel and called for future elections.,The existing dataset has Geneva entries; this row emphasizes the division outcome and migration/regroupment framework.,5
E0453,Post-Geneva migration and regroupment took place,1954,1955,1954,1954,,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Society,L063;L064,North Vietnam;South Vietnam,,,"After Geneva, large population movements and military regroupments took place between North and South Vietnam.","The source mentions about one million people moving south and about 150,000 regrouping north; verify figures.",4
E0228,Ngô Đình Diệm proclaims Vietnam to be a republic with himself as its President (following the State of Viet...,1955,,1955,1955 26 October,26-Oct,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,L064,South Vietnam,PE093,Ngô Đình Diệm,Ngô Đình Diệm proclaims Vietnam to be a republic with himself as its President (following the State of Vietnam referendum on 23 October) and forms the Army of the Republic of Vietnam.,Ngô Đình Diệm proclaims Vietnam to be a republic with himself as its President (following the State of Vietnam referendum on 23 October) and forms the Army of the Republic of Vietnam.,4
E0229,Vietnam War begins between North Vietnam and South Vietnam; the north is allied with the Viet Cong,1955,,1955,1955 1 November,1-Nov,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,L063;L064,North Vietnam; South Vietnam,,,The Vietnam War begins between North Vietnam and South Vietnam; the north is allied with the Viet Cong.,The Vietnam War begins between North Vietnam and South Vietnam; the north is allied with the Viet Cong.,4
E0455,Planned 1956 national election did not take place,1956,,1956,1956,,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Politics,L063;L064,North Vietnam;South Vietnam,PE100;PE097,Ngô Đình Diệm;Hồ Chí Minh,The planned post-Geneva election to unify Vietnam did not happen.,This is a key transition toward prolonged national division and war.,5
E0230,"First large unit action of the Vietnam War takes place, when two companies of the ARVN 23d Division are amb...",1959,,1959,1959 26 September,26-Sep,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,,,,,"First large unit action of the Vietnam War takes place, when two companies of the ARVN 23d Division are ambushed by a well-organized Viet Cong force of several hundred, identified as the ""2d Liberation Battalion"".","First large unit action of the Vietnam War takes place, when two companies of the ARVN 23d Division are ambushed by a well-organized Viet Cong force of several hundred, identified as the ""2d Liberation Battalion"".",3
E0231,"United States announces that 3,500 American soldiers will be sent to Vietnam",1960,,1960,1960 6 March,6-Mar,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,,,,,"Vietnam War: The United States announces that 3,500 American soldiers will be sent to Vietnam.","Vietnam War: The United States announces that 3,500 American soldiers will be sent to Vietnam.",3
E0456,National Liberation Front formed in South Vietnam,1960,,1960,1960,,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Politics,L064,South Vietnam,,,The National Liberation Front was established in South Vietnam with support from North Vietnam.,This row captures the political organization behind the southern insurgency.,5
E0232,U,1961,,1961,1961 18 November,18-Nov,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,L064,South Vietnam,PE094,John F. Kennedy,"Vietnam War: U.S. President John F. Kennedy sends 18,000 military advisors to South Vietnam.","Vietnam War: U.S. President John F. Kennedy sends 18,000 military advisors to South Vietnam.",3
E0233,"American involvement in the Vietnam War officially begins, as the first American helicopters arrive in Saig...",1961,,1961,1961 11 December,11-Dec,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,L043;L044;L066,Gia Định; Saigon; Xá Lợi Pagoda,,,"The American involvement in the Vietnam War officially begins, as the first American helicopters arrive in Saigon along with 400 U.S. personnel.","The American involvement in the Vietnam War officially begins, as the first American helicopters arrive in Saigon along with 400 U.S. personnel.",4
E0234,Viet Cong win their first major victory in the Battle of Ap Bac,1963,,1963,1963 2 January,2-Jan,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,L065,Ấp Bắc,,,Vietnam War: The Viet Cong win their first major victory in the Battle of Ap Bac.,Vietnam War: The Viet Cong win their first major victory in the Battle of Ap Bac.,3
E0235,Huế Phật Đản shootings,1963,,1963,1963 8 May,8-May,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,L064,South Vietnam,PE093;PE095,Ngô Đình Diệm; Ngô Đình Thục,"Huế Phật Đản shootings: The Army of the Republic of Vietnam opens fire on Buddhists who defy a ban on the flying of the Buddhist flag on Vesak, the birthday of Gautama Buddha, killing 9. Earlier, President Ngô Đình Diệm allowed the flying of the Vatican flag in honour of his brother, Archbishop Ngô Đình Thục, triggering the Buddhist crisis in South Vietnam.","Huế Phật Đản shootings: The Army of the Republic of Vietnam opens fire on Buddhists who defy a ban on the flying of the Buddhist flag on Vesak, the birthday of Gautama Buddha, killing 9. Earlier, President Ngô Đình Diệm allowed the flying of the Vatican flag in honour of his brother, Archbishop Ngô Đình Thục, triggering the Buddhist crisis in South Vietnam.",4
E0236,Huế chemical attacks,1963,,1963,1963 3 June,3-Jun,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,L064,South Vietnam,PE093,Ngô Đình Diệm,"Huế chemical attacks: The Army of the Republic of Vietnam rains liquid chemicals on the heads of Buddhist protestors, injuring 67 people. The United States threatens to cut off aid to the regime of Ngô Đình Diệm.","Huế chemical attacks: The Army of the Republic of Vietnam rains liquid chemicals on the heads of Buddhist protestors, injuring 67 people. The United States threatens to cut off aid to the regime of Ngô Đình Diệm.",4
E0237,"Thích Quảng Đức, Vietnamese Buddhist monk (suicide)",1963,,1963,1963 11 June,11-Jun,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Religion,,,PE097,Thích Quảng Đức,"Thích Quảng Đức, Vietnamese Buddhist monk (suicide).","Thích Quảng Đức, Vietnamese Buddhist monk (suicide).",2
E0238,Double Seven Day scuffle,1963,,1963,1963 7 July,7-Jul,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Politics,L064,South Vietnam,PE099;PE093;PE098;PE096,David Halberstam; Ngô Đình Diệm; Peter Arnett; Ngô Đình Nhu,"Double Seven Day scuffle: Secret police loyal to Ngô Đình Nhu, brother of President Ngô Đình Diệm, attack American journalists including Peter Arnett and David Halberstam at a demonstration during the Buddhist crisis in South Vietnam.","Double Seven Day scuffle: Secret police loyal to Ngô Đình Nhu, brother of President Ngô Đình Diệm, attack American journalists including Peter Arnett and David Halberstam at a demonstration during the Buddhist crisis in South Vietnam.",4
E0239,Xá Lợi Pagoda raids,1963,,1963,1963 21 August,21-Aug,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,L064;L066;L043;L044,South Vietnam; Xá Lợi Pagoda; Gia Định; Saigon,PE093;PE096,Ngô Đình Diệm; Ngô Đình Nhu,"Xá Lợi Pagoda raids: The Army of the Republic of Vietnam Special Forces loyal to Ngô Đình Nhu, brother of President Ngô Đình Diệm, vandalise Buddhist pagodas across South Vietnam, arresting thousands and leaving an estimated hundreds dead. In the wake of the raids, the Kennedy administration by Cable 243 orders the Embassy of the United States, Saigon to explore alternative leadership in the country, opening the way towards a coup against Diệm.","Xá Lợi Pagoda raids: The Army of the Republic of Vietnam Special Forces loyal to Ngô Đình Nhu, brother of President Ngô Đình Diệm, vandalise Buddhist pagodas across South Vietnam, arresting thousands and leaving an estimated hundreds dead. In the wake of the raids, the Kennedy administration by Cable 243 orders the Embassy of the United States, Saigon to explore alternative leadership in the country, opening the way towards a coup against Diệm.",4
E0240,1963 South Vietnamese coup d'état,1963,,1963,1963 2 November,2-Nov,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,,,,,"1963 South Vietnamese coup d'état: Arrest and assassination of Ngo Dinh Diem, the South Vietnamese President.","1963 South Vietnamese coup d'état: Arrest and assassination of Ngo Dinh Diem, the South Vietnamese President.",3
E0241,1963 South Vietnamese coup d'état,1963,,1963,1963 6 November,6-Nov,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,L064,South Vietnam,PE100,Dương Văn Minh,1963 South Vietnamese coup d'état: Coup leader General Dương Văn Minh takes over as leader of South Vietnam.,1963 South Vietnamese coup d'état: Coup leader General Dương Văn Minh takes over as leader of South Vietnam.,3
E0242,"General Nguyễn Khánh leads a bloodless military coup d'état, replacing Dương Văn Minh as Prime Minister of...",1964,,1964,1964 30 January,30-Jan,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,L064,South Vietnam,PE100;PE101,Dương Văn Minh; Nguyễn Khánh,"General Nguyễn Khánh leads a bloodless military coup d'état, replacing Dương Văn Minh as Prime Minister of South Vietnam.","General Nguyễn Khánh leads a bloodless military coup d'état, replacing Dương Văn Minh as Prime Minister of South Vietnam.",3
E0243,Attack on USNS Card – An explosion caused by Viet Cong commandos causes escort carrier USNS Card to sink in...,1964,,1964,1964 2 May,2-May,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,L043;L044;L066,Gia Định; Saigon; Xá Lợi Pagoda,,,Vietnam War: Attack on USNS Card – An explosion caused by Viet Cong commandos causes escort carrier USNS Card to sink in the port of Saigon.,Vietnam War: Attack on USNS Card – An explosion caused by Viet Cong commandos causes escort carrier USNS Card to sink in the port of Saigon.,3
E0244,"At a rally in Saigon, South Vietnamese Prime Minister Nguyễn Khánh calls for expanding the war into North V...",1964,,1964,1964 19 July,19-Jul,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,L063;L043;L044;L066,North Vietnam; Gia Định; Saigon; Xá Lợi Pagoda,PE101,Nguyễn Khánh,"Vietnam War: At a rally in Saigon, South Vietnamese Prime Minister Nguyễn Khánh calls for expanding the war into North Vietnam.","Vietnam War: At a rally in Saigon, South Vietnamese Prime Minister Nguyễn Khánh calls for expanding the war into North Vietnam.",3
E0245,"Viet Cong forces attack a provincial capital, killing 11 South Vietnamese military personnel and 40 civilia...",1964,,1964,1964 20 July,20-Jul,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,,,,,"Vietnam War: Viet Cong forces attack a provincial capital, killing 11 South Vietnamese military personnel and 40 civilians (30 of which are children).","Vietnam War: Viet Cong forces attack a provincial capital, killing 11 South Vietnamese military personnel and 40 civilians (30 of which are children).",3
E0246,U,1964,,1964,1964 27 July,27-Jul,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,L064,South Vietnam,,,"Vietnam War: The U.S. sends 5,000 more military advisers to South Vietnam, bringing the total number of United States forces in Vietnam to 21,000.","Vietnam War: The U.S. sends 5,000 more military advisers to South Vietnam, bringing the total number of United States forces in Vietnam to 21,000.",3
E0247,United States destroyer Maddox is attacked in the Gulf of Tonkin,1964,,1964,1964 2 August,2-Aug,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,L067,Gulf of Tonkin,,,"Vietnam War: United States destroyer Maddox is attacked in the Gulf of Tonkin. Air support from the carrier USS Ticonderoga sinks one gunboat, while the other two leave the battle.","Vietnam War: United States destroyer Maddox is attacked in the Gulf of Tonkin. Air support from the carrier USS Ticonderoga sinks one gunboat, while the other two leave the battle.",3
E0248,Operation Pierce Arrow – Aircraft from carriers USS Ticonderoga and USS Constellation bomb North Vietnam in...,1964,,1964,1964 5 August,5-Aug,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,L067;L063,Gulf of Tonkin; North Vietnam,,,Vietnam War: Operation Pierce Arrow – Aircraft from carriers USS Ticonderoga and USS Constellation bomb North Vietnam in retaliation for strikes against U.S. destroyers in the Gulf of Tonkin.,Vietnam War: Operation Pierce Arrow – Aircraft from carriers USS Ticonderoga and USS Constellation bomb North Vietnam in retaliation for strikes against U.S. destroyers in the Gulf of Tonkin.,3
E0249,"United States Congress passes the Gulf of Tonkin Resolution, giving U",1964,,1964,1964 7 August,7-Aug,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,L067,Gulf of Tonkin,PE102,Lyndon B. Johnson,"Vietnam War: The United States Congress passes the Gulf of Tonkin Resolution, giving U.S. President Lyndon B. Johnson broad war powers to deal with North Vietnamese attacks on U.S. forces.","Vietnam War: The United States Congress passes the Gulf of Tonkin Resolution, giving U.S. President Lyndon B. Johnson broad war powers to deal with North Vietnamese attacks on U.S. forces.",3
E0250,"In a coup, General Nguyễn Khánh replaces Dương Văn Minh as South Vietnam's chief of state and establishes a...",1964,,1964,1964 16 August,16-Aug,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,,,PE100;PE101,Dương Văn Minh; Nguyễn Khánh,"Vietnam War: In a coup, General Nguyễn Khánh replaces Dương Văn Minh as South Vietnam's chief of state and establishes a new constitution, drafted partly by the U.S. Embassy.","Vietnam War: In a coup, General Nguyễn Khánh replaces Dương Văn Minh as South Vietnam's chief of state and establishes a new constitution, drafted partly by the U.S. Embassy.",3
E0251,Korean People's Army Air Force sent 200 pilots to Vietnam,1965,,1965,1965,,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,,,,,Vietnam War: Korean People's Army Air Force sent 200 pilots to Vietnam.,Vietnam War: Korean People's Army Air Force sent 200 pilots to Vietnam.,3
E0252,"Operation Rolling Thunder – The United States Air Force 2nd Air Division, United States Navy and South Viet...",1965,,1965,1965 2 March,2-Mar,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,L063;L064,North Vietnam; South Vietnam,,,"Vietnam War: Operation Rolling Thunder – The United States Air Force 2nd Air Division, United States Navy and South Vietnam Air Force begin a 3½-year aerial bombardment campaign against North Vietnam.","Vietnam War: Operation Rolling Thunder – The United States Air Force 2nd Air Division, United States Navy and South Vietnam Air Force begin a 3½-year aerial bombardment campaign against North Vietnam.",3
E0253,"Some 3,500 United States Marines arrive in Da Nang, South Vietnam, becoming the first American ground comba...",1965,,1965,1965 8 March,8-Mar,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,L064;L054,South Vietnam; Đà Nẵng,,,"Vietnam War: Some 3,500 United States Marines arrive in Da Nang, South Vietnam, becoming the first American ground combat troops in Vietnam.","Vietnam War: Some 3,500 United States Marines arrive in Da Nang, South Vietnam, becoming the first American ground combat troops in Vietnam.",3
E0254,Australia announces that it is sending an infantry battalion to support the South Vietnam government,1965,,1965,1965 29 April,29-Apr,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Politics,L064,South Vietnam,,,Australia announces that it is sending an infantry battalion to support the South Vietnam government.,Australia announces that it is sending an infantry battalion to support the South Vietnam government.,3
E0255,Vietnam War – Battle of Đồng Xoài,1965,,1965,1965 10 June,10-Jun,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,L069,Đồng Xoài,,,"Vietnam War – Battle of Đồng Xoài: About 1,500 Viet Cong mount a mortar attack on Đồng Xoài, overrunning its military headquarters and the adjoining militia compound.","Vietnam War – Battle of Đồng Xoài: About 1,500 Viet Cong mount a mortar attack on Đồng Xoài, overrunning its military headquarters and the adjoining militia compound.",3
E0256,"Four F-4C Phantoms escorting a bombing raid at Kang Chi are targeted by antiaircraft missiles, in the first...",1965,,1965,1965 24 July,24-Jul,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,,,,,"Vietnam War: Four F-4C Phantoms escorting a bombing raid at Kang Chi are targeted by antiaircraft missiles, in the first such attack against American planes in the war. One is shot down and the other 3 sustain damage.","Vietnam War: Four F-4C Phantoms escorting a bombing raid at Kang Chi are targeted by antiaircraft missiles, in the first such attack against American planes in the war. One is shot down and the other 3 sustain damage.",3
E0257,U,1965,,1965,1965 28 July,28-Jul,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,L064,South Vietnam,PE102,Lyndon B. Johnson,"Vietnam War: U.S. President Lyndon B. Johnson announces his order to increase the number of United States troops in South Vietnam from 75,000 to 125,000, and to more than double the number of men drafted per month - from 17,000 to 35,000.","Vietnam War: U.S. President Lyndon B. Johnson announces his order to increase the number of United States troops in South Vietnam from 75,000 to 125,000, and to more than double the number of men drafted per month - from 17,000 to 35,000.",3
E0258,Vietnam War – Operation Starlite,1965,,1965,1965 18 August,18-Aug,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,L070;L071,Vạn Tường peninsula; Chu Lai,,,"Vietnam War – Operation Starlite: 5,500 United States Marines destroy a Viet Cong stronghold on the Van Tuong peninsula in Quảng Ngãi Province, in the first major American ground battle of the war. The Marines were tipped-off by a Viet Cong deserter who said that there was an attack planned against the U.S. base at Chu Lai.","Vietnam War – Operation Starlite: 5,500 United States Marines destroy a Viet Cong stronghold on the Van Tuong peninsula in Quảng Ngãi Province, in the first major American ground battle of the war. The Marines were tipped-off by a Viet Cong deserter who said that there was an attack planned against the U.S. base at Chu Lai.",3
E0259,USAF F-104 Starfighter piloted by Captain Philip Eldon Smith is shot down by a Chinese MiG-19 Farmer,1965,,1965,1965 20 September,20-Sep,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,,,PE103,Philip Eldon Smith,Vietnam War: An USAF F-104 Starfighter piloted by Captain Philip Eldon Smith is shot down by a Chinese MiG-19 Farmer. The pilot is held until 15 March 1973.,Vietnam War: An USAF F-104 Starfighter piloted by Captain Philip Eldon Smith is shot down by a Chinese MiG-19 Farmer. The pilot is held until 15 March 1973.,3
E0260,brigade of South Korean soldiers arrive in South Vietnam,1965,,1965,1965 9 October,9-Oct,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Other,L064,South Vietnam,,,A brigade of South Korean soldiers arrive in South Vietnam.,A brigade of South Korean soldiers arrive in South Vietnam.,2
E0261,"Near Da Nang, United States Marines repel an intense attack by Viet Cong forces, killing 56 guerrillas",1965,,1965,1965 30 October,30-Oct,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,L054,Đà Nẵng,,,"Vietnam War: Near Da Nang, United States Marines repel an intense attack by Viet Cong forces, killing 56 guerrillas. A sketch of Marine positions is found on the dead body of a 13-year-old Vietnamese boy who sold drinks to the Marines the day before.","Vietnam War: Near Da Nang, United States Marines repel an intense attack by Viet Cong forces, killing 56 guerrillas. A sketch of Marine positions is found on the dead body of a 13-year-old Vietnamese boy who sold drinks to the Marines the day before.",3
E0262,Vietnam War – Operation Hump,1965,,1965,1965 8 November,8-Nov,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,,,,,"Vietnam War – Operation Hump: The United States Army 173rd Airborne is ambushed by over 1,200 Viet Cong.","Vietnam War – Operation Hump: The United States Army 173rd Airborne is ambushed by over 1,200 Viet Cong.",3
E0263,Vietnam War – Battle of Ia Drang,1965,,1965,1965 14 November,14-Nov,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,L072,Ia Drang Valley,,,"Vietnam War – Battle of Ia Drang: In the Ia Drang Valley of the Central Highlands in Vietnam, the first major engagement of the war between regular United States and North Vietnamese forces begins.","Vietnam War – Battle of Ia Drang: In the Ia Drang Valley of the Central Highlands in Vietnam, the first major engagement of the war between regular United States and North Vietnamese forces begins.",4
E0264,In response to U,1965,,1965,1965 28 November,28-Nov,P026,"Partition, North/South Vietnam, and Vietnam War",Cold War / national division,Military,L064,South Vietnam,PE104,Ferdinand Marcos,"Vietnam War: In response to U.S. President Lyndon B. Johnson's call for ""more flags"" in Vietnam, Philippines President-elect Ferdinand Marcos announces he will send troops to help fight in South Vietnam.","Vietnam War: In response to U.S. President Lyndon B. Johnson's call for ""more flags"" in Vietnam, Philippines President-elect Ferdinand Marcos announces he will send troops to help fight in South Vietnam.",3
